fund_id,company_name,fund_name_raw,fund_name_normalized,fund_code,management_company,asset_type_l1,asset_type_l2,investment_region,investment_target,risk_grade,risk_grade_text,benchmark,volatility,inception_date,inception_status,inception_scheduled_date,currency_hedge,fund_structure,tdf_vintage,bond_duration_bucket,source_doc_id,source_page,source_text
FUND000073,미래에셋자산운용,미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),B5749,미래에셋자산운용㈜,주식형,주식,해외,투자목적 이 투자신탁은 아시아퍼시픽(일본제외) 지역 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정 하는 주된 투자대상자산으로 하여 투자대상자산의 가격 상승에 따른 투자 수익을 추구합니다.,3,3등급,MSCI AC Asia Pacific ex Japan Index,,2015-09-22,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000075,1|3|9|46|47|11|14,[p.1] 미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식); 코드 B5749; 위험 3등급 | [p.11|14] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2015-09-22
FUND000074,미래에셋자산운용,미래에셋퇴직플랜증권자투자신탁1호(채권),미래에셋퇴직플랜증권자투자신탁1호(채권),54348,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 채권에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산 으로 하여 이자 소득 등의 투자 수익을 추구합니다.,5,5등급,Customized KIS국공채/은행채/회사채(1년이상),,2006-01-31,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000076,1|3|8|37|39|9|12,[p.1] 미래에셋퇴직플랜증권자투자신탁1호(채권); 코드 54348; 위험 5등급 | [p.9|12] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2006-01-31
FUND000075,미래에셋자산운용,미래에셋퇴직플랜단기증권자투자신탁1호(채권),미래에셋퇴직플랜단기증권자투자신탁1호(채권),53619,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 채권에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산 으로 하여 이자 소득 등의 투자 수익을 추구합니다.,5,5등급,Customized KIS국공채/은행채/회사채(3M~ 3Y),,2006-01-02,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000077,1|3|8|38|40|9|12,[p.1] 미래에셋퇴직플랜단기증권자투자신탁1호(채권); 코드 53619; 위험 5등급 | [p.9|12] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2006-01-02
FUND000076,우리자산운용,우리하이플러스채권증권자투자신탁1호(채권),우리하이플러스채권증권자투자신탁1호(채권),58431,우리자산운용㈜,채권형,국내채권,국내,우리하이플러스증권모투자신탁(채권)에 투자신탁재산의 60% 이상 투자,5,5등급(낮은 위험),KOBI120 채권지수,1.28,2005-04-27,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형,,평균 듀레이션 0.7년~1.3년,DOC000078,1|4|9|25|28|52,"[p.1,4,9,25,28,52] 펀드코드 58431; 위험 5등급; 97.5% VaR 1.28%; 비교지수 KOBI120 채권지수; 최초설정 2005-04-27"
FUND000077,우리자산운용,우리나라초단기채권증권투자신탁[채권],우리나라초단기채권증권투자신탁[채권],EA909,우리자산운용㈜,채권형,국내채권,국내,국내 채권 등에 60% 이상 투자; 잔존만기 3개월 내외 단기사채·기업어음 중심,5,5등급(낮은 위험),Call 100%,,2024-04-22,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,평균 듀레이션 0.3년 내외,DOC000079,1|4|9|30|31|32|44|45,[원문] 우리나라초단기채권증권투자신탁[채권]; 펀드코드 EA909; 위험 5등급(낮은 위험); 비교지수 Call 100%
FUND000078,우리자산운용,우리나라중단기ESG채권증권자투자신탁1호(채권),우리나라중단기ESG채권증권자투자신탁1호(채권),98748,우리자산운용㈜,채권형,국내채권,국내,우리나라중단기ESG채권증권모투자신탁(채권)에 60% 이상 투자,5,5등급(낮은 위험),매경 BP 1년지수 100%,1.89,2011-01-17,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형,,,DOC000080,1|4|11|40|41|54,[원문] 우리나라중단기ESG채권증권자투자신탁1호(채권); 펀드코드 98748; 위험 5등급(낮은 위험); 비교지수 매경 BP 1년지수 100%
FUND000079,우리자산운용,우리단기채권증권투자신탁(채권),우리단기채권증권투자신탁(채권),BB020,우리자산운용㈜,채권형,국내채권,국내,신용등급 A2 이상 어음 및 전자단기사채에 50% 이상 투자; 잔존만기 180일 내외,6,6등급(매우 낮은 위험),매경 BP 단기지수 85% + Call 15%,0.62,2016-03-16,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,잔존만기 180일 내외,DOC000081,1|4|8|29|30|31|44,[원문] 우리단기채권증권투자신탁(채권); 펀드코드 BB020; 위험 6등급(매우 낮은 위험); 비교지수 매경 BP 단기지수 85% + Call 15%
FUND000080,키움투자자산운용,키움 연금 증권 자투자신탁 제C1호[국공채],키움연금증권자투자신탁제C1호[국공채],31638,키움투자자산운용 주식회사,채권형,국공채,국내,키움 퇴직연금 증권 모투자신탁[국공채]에 자산총액의 90% 이상 투자,5,5등급(낮은 위험),KAP통안증권지수 100%,1.54,2001-02-23,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|모자형,,,DOC000082,1|3|7|8|18|32,"[p.1,3,7,8,18,32] 펀드코드 31638; 위험 5등급; 97.5% VaR 1.54%; 비교지수 KAP통안증권지수 100%; 최초설정 2001-02-23"
FUND000081,키움투자자산운용,키움 단기 국공채 증권 자투자신탁 제1호[채권],키움단기국공채증권자투자신탁제1호[채권],AO654,키움투자자산운용 주식회사,채권형,단기국공채,국내,키움 단기국공채 증권 모투자신탁[채권]에 자산총액의 90% 이상 투자,6,6등급(매우 낮은 위험),MK 머니마켓 지수(총수익지수) 100%,0.32,2014-02-27,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형,,,DOC000083,1|3|8|21|40|41|43,"[p.1,3,8,21,40-41,43] 코드 AO654; 위험 6등급; 97.5% VaR 0.32%; 비교지수 MK 머니마켓 지수"
FUND000082,키움투자자산운용,키움파이어니어ESG증권자투자신탁제1호[채권],키움파이어니어ESG증권자투자신탁제1호[채권],53657,키움투자자산운용 주식회사,채권형,ESG채권,국내,키움 ESG 증권 모투자신탁[채권]에 자산총액의 90% 이상 투자,5,5등급(낮은 위험),KAP종합채권 100%,8.2,2006-01-13,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|모자형|종류형,,,DOC000084,1|4|11|12|25|31|39|40,"[p.1,4,11-12,25,31,39-40] 코드 53657; 위험 5등급; 97.5% VaR 8.2%; 비교지수 KAP종합채권 100%; 펀드 연혁상 최초설정일 2006-01-13"
FUND000083,키움투자자산운용,키움더드림단기채증권투자신탁[채권],키움더드림단기채증권투자신탁[채권],BN894,키움투자자산운용 주식회사,채권형,단기채권,국내,전자단기사채 및 어음 등(A2- 이상)을 포함한 채권·어음에 자산총액의 60% 이상 투자,6,6등급(매우 낮은 위험),MK 머니마켓 지수 100%,0.28,2017-12-13,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000085,1|3|8|9|12|19|25|26|39|40|42,"[p.1,3,8-9,12,19,25-26,39-40,42] 코드 BN894; 위험 6등급; 97.5% VaR 0.28%; 비교지수 MK 머니마켓 지수 100%"
FUND000084,키움투자자산운용,키움 Smart Investor 분할매수 증권 자투자신탁 제1호[주식혼합-재간접형],키움SmartInvestor분할매수증권자투자신탁제1호[주식혼합-재간접형],A9256,키움투자자산운용 주식회사,혼합형,주식혼합-재간접형,국내,키움 Smart Investor 분할매수 증권 모투자신탁[주식혼합-재간접형]에 50% 이상 투자,2,2등급(높은 위험),,36.95,2012-04-09,ESTABLISHED,,,투자신탁|증권(주식혼합-재간접형)|개방형|추가형|모자형|종류형,,,DOC000086,1|5|10|11|28|35|36|49|50|52,[p.1|5|10|11|28|35|36|49|50|52] 코드 A9256; 위험 2등급; 97.5% VaR 36.95%; 비교지수 없음
FUND000085,키움투자자산운용,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],키움차세대모빌리티증권자투자신탁제1호[주식],A3164,키움투자자산운용 주식회사,주식형,차세대모빌리티,국내,국내 주식에 주로 투자하는 키움 차세대모빌리티 증권 모투자신탁[주식]에 투자,2,2등급(높은 위험),KOSPI 지수 100%,39.84,2011-05-23,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|모자형|종류형,,,DOC000087,1|3|8|9|20|28|29|43|44|46,[p.1|3|8|9|20|28|29|43|44|46] 코드 A3164; 위험 2등급; 97.5% VaR 39.84%; 비교지수 KOSPI 지수 100%
FUND000086,한국투자신탁운용,한국투자 골드플랜 연금 증권 전환형 투자신탁 1호(국공채),한국투자골드플랜연금증권전환형투자신탁1호(국공채),31405,한국투자신탁운용주식회사,채권형,국공채,국내,"국공채에 증권의 50% 이상 투자하고, 채권에 자산총액의 60% 이상 95% 이하 투자",5,5등급(낮은 위험),Customized 매경BP국공채지수 100%,5.16,2001-01-31,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|전환형,,,DOC000088,1|5|10|12|29|30|40|51|53,"[p.1,5,10,12,29-30,40,51,53] 코드 31405; 위험 5등급; 97.5% VaR 5.16%; 비교지수 Customized 매경BP국공채지수 100%"
FUND000087,한국투자신탁운용,한국투자 골드플랜 연금 증권 전환형 자투자신탁 1호(채권),한국투자골드플랜연금증권전환형자투자신탁1호(채권),31406,한국투자신탁운용주식회사,채권형,우량채권,국내,한국투자 스마트코리아 증권 모투자신탁(채권)에 자산총액의 60% 이상 투자,5,5등급(낮은 위험),Customized 매경BP채권지수 100%,4.38,2001-01-31,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형|전환형,,,DOC000089,1|5|10|12|33|34|45|46|57|59,"[p.1,5,10,12,33-34,45-46,57,59] 코드 31406; 위험 5등급; 97.5% VaR 4.38%; 비교지수 Customized 매경BP채권지수 100%"
FUND000088,한국투자신탁운용,한국투자 크레딧포커스 ESG 증권 자투자신탁 1호(채권),한국투자크레딧포커스ESG증권자투자신탁1호(채권),88828,한국투자신탁운용주식회사,채권형,ESG크레딧,국내,"한국투자 크레딧포커스 ESG 증권 모투자신탁(채권)에 60% 이상 투자; 모펀드는 A등급 이상 크레딧 채권 60% 이상, ESG 상위 3개 등급 채권 50% 이상 투자",5,5등급(낮은 위험),KOBI120지수 100%,1.57,2008-11-03,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형,,,DOC000090,1|6|11|13|32|42|43|61|62|64,"[p.1,6,11,13,32,42-43,61-62,64] 코드 88828; 위험 5등급; 97.5% VaR 1.57%; 비교지수 KOBI120지수 100%"
FUND000089,한국투자신탁운용,한국투자 골드플랜 연금 증권 전환형 투자신탁 1호(주식),한국투자골드플랜연금증권전환형투자신탁1호(주식),31408,한국투자신탁운용주식회사,주식형,대형가치주,국내,내재가치 대비 저평가된 국내 주식에 자산총액의 60% 이상 95% 이하 투자,2,2등급(높은 위험),KOSPI 85.5% + CD금리 14.5%,32.92,2001-01-31,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형|전환형,,,DOC000091,1|5|11|30|31|41|52|54,"[p.1,5,11,30-31,41,52,54] 코드 31408; 위험 2등급; 97.5% VaR 32.92%; 비교지수 KOSPI 85.5% + CD금리 14.5%"
FUND000090,한국투자신탁운용,한국투자 중소밸류 증권 자투자신탁(주식),한국투자중소밸류증권자투자신탁(주식),71774,한국투자신탁운용주식회사,주식형,중소형가치주,국내,한국투자 중소밸류 증권 모투자신탁(주식)에 60% 이상 투자; 모펀드는 국내 중소형 가치주에 60% 이상 투자,3,3등급(다소 높은 위험),중소형지수수익률 90% + CD금리 10%,29.11,2007-07-23,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형|모자형,,,DOC000092,1|6|11|13|31|32|42|43|61|62|64,"[p.1,6,11,13,31-32,42-43,61-62,64] 코드 71774; 위험 3등급; 97.5% VaR 29.11%; 비교지수 중소형지수 90% + CD금리 10%"
FUND000091,한국투자신탁운용,한국투자 인덱스플러스 증권 투자신탁 1호(주식-파생형),한국투자인덱스플러스증권투자신탁1호(주식-파생형),61288,한국투자신탁운용주식회사,주식형,인덱스·주식파생형,국내,국내 주식 및 주식관련 장내파생상품에 60% 이상 투자하여 KOSPI200 지수 수익률 추종,2,2등급(높은 위험),KOSPI 200 100%,37.33,2006-10-23,ESTABLISHED,,,투자신탁|증권(주식파생형)|개방형|추가형|종류형,,,DOC000093,1|5|10|12|17|22|28|37|38|54|55|57,"[p.1,5,10,12,17,22,28,37-38,54-55,57] 코드 61288; 위험 2등급; 97.5% VaR 37.33%; 비교지수 KOSPI 200 100%"
FUND000092,한국투자신탁운용,한국투자 퇴직연금 증권 자투자신탁 1호(국공채),한국투자퇴직연금증권자투자신탁1호(국공채),53365,한국투자신탁운용주식회사,채권형,국공채,국내,한국투자 장기채 증권 모투자신탁(국공채)에 100% 이하 투자; 모펀드는 국공채에 70% 이상 투자,5,5등급(낮은 위험),Customized 매경BP국공채지수 100%,6.31,2006-01-02,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형,,장기,DOC000094,1|5|11|25|26|35|36|45|47,"[p.1,5,11,25-26,35-36,45,47] 코드 53365; 위험 5등급; 97.5% VaR 6.31%; 비교지수 Customized 매경BP국공채지수 100%"
